Stage,Best Train Accuracy,Best Validation Accuracy,Best Validation Loss
Frozen ResNet50,0.48602402210235596,0.5284793376922607,1.2615641355514526
Fine-Tuned ResNet50,0.720001757144928,0.6446611881256104,1.0093790292739868
