Model,Test Loss,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1
VGG16,1.0240247249603271,0.6170242407355809,0.6346233381577371,0.51920281778718,0.5212740893609172,0.623453088819586,0.6170242407355809,0.6086642429752087
